EARNINGS,S,SM,SF,MALE,AGE,ETHBLACK,ETHHISP,DATE,EXP
13,12,12,12,0,27,1,0,2011,9.673077
32.14,18,18,16,0,29,0,0,2011,5.307693
37.5,14,12,12,1,28,1,0,2011,5.884615
30.05,18,16,12,0,30,1,0,2011,6.326923
30,16,16,12,1,29,1,0,2011,4.730769
8,13,11,14,1,28,0,1,2011,2.788461
10,12,6,12,1,30,0,1,2011,7.057693
18,12,12,12,1,27,0,0,2011,6.365385
18.72,18,12,12,0,31,0,0,2011,4.442307
22.69,19,6,6,1,30,0,0,2011,4.134615
14.95,12,8,12,1,28,0,1,2011,4.076923
22.61,14,10,12,0,31,1,0,2011,8.788462
28.85,16,12,12,1,31,0,1,2011,8.423077
15,16,13,16,0,31,0,0,2011,8.826923
27.5,12,13,16,1,28,0,0,2011,9.769231
26.44,16,16,19,1,27,0,0,2011,4.865385
23.5,16,12,12,0,29,0,0,2011,7.153846
28.85,18,12,12,0,27,0,0,2011,3.826923
14.8,17,15,12,1,27,0,0,2011,2.442308
13.7,12,14,14,1,27,0,0,2011,6.961538
21,17,16,18,0,29,0,0,2011,7.730769
30.29,18,18,15,1,30,0,0,2011,6.769231
12,14,16,18,1,27,0,0,2011,.8269231
30.23,13,16,12,1,29,1,0,2011,5.903846
32,15,16,12,1,27,1,0,2011,2.980769
17,12,12,12,1,27,1,0,2011,9.711538
9.17,12,11,11,0,29,1,0,2011,10.46154
35.26,16,14,18,1,31,0,0,2011,8.884615
18.64,20,14,18,1,29,0,0,2011,2
15,12,12,10,0,31,0,1,2011,8.634615
22.74,13,12,12,0,30,0,0,2011,7.75
36.66,16,13,12,1,31,0,0,2011,9.711538
40,17,13,12,0,29,0,0,2011,6.442307
17.5,12,13,12,1,30,0,1,2011,10.67308
16.5,15,12,11,0,27,0,1,2011,6.826923
25.64,17,13,18,1,29,0,0,2011,6.653846
38.75,18,16,12,0,31,0,0,2011,2.557692
16.99,18,12,18,0,31,0,0,2011,5.769231
25,19,18,20,0,29,0,0,2011,2.211539
28.21,16,18,20,0,27,0,0,2011,5.134615
5.5,16,17,16,1,29,0,0,2011,5.307693
23,11,12,12,1,29,0,0,2011,10.69231
29.91,16,12,12,0,27,0,0,2011,4.5
14.54,14,15,14,0,30,0,0,2011,3.038461
18.14,10,12,8,1,31,0,1,2011,13.65385
17.46,15,11,6,0,31,0,1,2011,2.75
13.5,14,14,18,0,27,0,0,2011,6.307693
16,15,9,12,1,30,0,1,2011,4.807693
17,12,12,12,0,29,0,0,2011,11.44231
26.23,16,12,12,1,27,0,1,2011,2.461539
17,14,15,12,0,27,0,1,2011,7.769231
22.06,16,14,13,1,28,0,0,2011,3.384615
28.95,20,18,16,0,28,0,1,2011,1.365385
27,18,18,16,1,27,0,1,2011,1.057692
19.23,16,13,13,1,29,0,0,2011,6.942307
15.38,16,13,13,0,28,0,0,2011,5.519231
18.15,13,6,6,1,28,0,1,2011,8.692307
18.46,17,13,12,0,31,0,0,2011,6.961538
12.79,14,11,11,1,30,0,1,2011,7.711538
13.43,13,16,12,0,27,0,0,2011,8.384615
19.23,12,14,16,1,31,0,0,2011,12.55769
10.5,12,14,12,1,31,0,0,2011,12.75
15.12,15,14,12,1,27,0,0,2011,5.826923
16.73,12,11,9,1,30,0,0,2011,10.75
24.06,12,12,12,1,31,0,0,2011,12.78846
15.4,14,12,12,0,28,0,0,2011,7.192307
12.75,15,14,12,0,27,1,0,2011,6.596154
30,18,12,12,1,29,0,1,2011,3.75
15,16,11,14,0,30,0,1,2011,6.615385
15,12,11,14,1,27,0,1,2011,7.403846
16.5,14,18,16,0,28,0,0,2011,7.557693
29.07,13,12,12,1,30,0,0,2011,6.134615
39.42,12,12,12,1,30,0,0,2011,12.48077
28.06,15,14,15,1,31,0,0,2011,7.480769
53.49,20,18,16,1,29,1,0,2011,2.788461
34.62,16,16,16,1,28,0,0,2011,6.403846
45,16,10,11,0,30,0,0,2011,7.288462
14.9,17,11,9,1,28,0,0,2011,4.5
13.75,13,4,4,0,30,0,1,2011,6.942307
24,18,8,9,0,31,0,1,2011,4.711538
14.42,14,8,9,1,30,0,1,2011,6.942307
13.36,13,6,3,0,30,0,1,2011,8.384615
14.5,12,10,12,1,28,0,1,2011,9.519231
9,12,10,12,0,27,0,1,2011,6.5
21.51,18,14,14,0,31,0,0,2011,4.75
21.31,15,18,14,1,31,0,1,2011,5.788462
12.5,17,14,12,1,28,0,1,2011,1.826923
33.4,17,14,16,1,27,0,1,2011,2.480769
21.42,18,14,14,1,31,0,0,2011,9.019231
25.04,17,12,14,0,30,0,0,2011,7.057693
62.13,20,16,17,0,31,0,0,2011,4
21.37,16,14,16,0,28,0,0,2011,6.980769
60,14,14,16,1,27,0,0,2011,3.826923
23.08,17,17,17,0,27,0,1,2011,4.673077
27.5,18,12,16,0,29,0,0,2011,5
12.78,12,12,16,1,29,0,0,2011,9
18,20,12,3,1,28,0,1,2011,3.884615
9,12,9,6,0,30,0,1,2011,6.846154
9,11,9,6,0,28,0,1,2011,7.557693
13.94,12,8,7,0,30,0,1,2011,9.923077
16,16,3,6,0,28,0,1,2011,2.769231
16.5,13,10,12,1,30,0,1,2011,9.923077
19.65,16,14,12,1,27,0,0,2011,2.730769
15.45,18,12,16,1,30,0,0,2011,6.692307
6.67,14,6,6,0,27,0,0,2011,8.730769
14.5,10,3,3,1,30,0,1,2011,11.67308
17.78,12,6,4,1,31,0,1,2011,13.53846
50.48,20,16,16,0,31,0,0,2011,5.826923
22,15,9,9,1,29,0,1,2011,6.096154
17.44,11,13,10,1,29,0,0,2011,10.03846
25,17,16,15,0,27,1,0,2011,4.634615
8,14,8,6,1,28,0,1,2011,5.75
22.44,19,16,16,1,31,0,0,2011,2.346154
5,14,12,13,0,27,0,0,2011,5.673077
24,17,14,16,1,30,0,0,2011,5.711538
20.51,18,16,14,1,27,0,0,2011,2
12.82,20,18,16,0,30,0,1,2011,3.980769
18,15,18,12,0,27,0,0,2011,1.230769
15.21,14,13,12,1,27,0,0,2011,7.423077
28.52,14,13,12,1,28,0,0,2011,6.807693
12,12,8,8,0,29,0,1,2011,10.78846
22.6,12,12,12,1,31,0,0,2011,10.07692
27.5,14,14,17,1,30,0,0,2011,4.711538
14.7,12,14,14,1,29,0,0,2011,8.115385
14.42,19,12,12,0,31,0,0,2011,5.903846
12,13,12,12,1,28,0,0,2011,9.596154
24.94,18,10,13,0,30,0,0,2011,6.461538
18.6,19,10,13,0,28,0,0,2011,3.769231
8.5,12,10,12,1,31,0,1,2011,8.673077
27,12,12,10,0,27,0,1,2011,9.5
28,16,12,12,1,30,0,1,2011,11.42308
12,13,2,12,1,27,0,1,2011,6.057693
17.16,15,12,12,1,28,0,0,2011,5.192307
29,17,14,12,0,29,0,0,2011,5.807693
20.67,16,12,12,1,28,0,0,2011,6.576923
20,12,11,12,1,30,0,1,2011,10.19231
15,12,12,12,1,28,0,1,2011,10.13461
34.13,17,15,17,1,29,0,0,2011,8
10,14,12,16,0,27,0,0,2011,6.038462
32.69,13,14,12,1,30,0,0,2011,7.288462
64.9,14,13,13,1,30,0,0,2011,9.730769
27.4,16,12,12,1,27,0,0,2011,5.423077
34.95,14,16,16,1,29,0,0,2011,7
35,13,12,14,1,29,0,0,2011,6.846154
48.72,12,14,14,1,30,0,0,2011,11.94231
31.73,18,14,14,1,29,0,0,2011,4.923077
15.75,17,14,14,0,27,0,0,2011,4.115385
19,12,16,20,1,28,0,0,2011,7.134615
18.65,13,13,12,1,31,0,1,2011,9.846154
11.03,13,12,12,1,28,1,0,2011,9.596154
25.21,19,4,15,0,30,0,0,2011,4.942307
22.12,16,4,15,0,29,0,0,2011,4.423077
21.79,17,4,15,0,27,0,0,2011,4.153846
9,16,16,18,0,31,1,0,2011,6.019231
38.46,16,16,18,1,29,1,0,2011,6
10.15,12,10,12,0,28,1,0,2011,7.115385
9,12,18,16,0,27,1,0,2011,5.384615
7.25,12,9,12,0,27,1,0,2011,5.788462
12,11,14,12,1,28,0,0,2011,8.884615
30,13,7,14,1,29,0,1,2011,5.980769
15.1,12,6,6,0,28,0,1,2011,6.365385
15.09,15,12,12,1,31,0,1,2011,9.096154
13,8,11,11,1,29,1,0,2011,2.038461
5.5,12,16,12,0,31,0,0,2011,11.51923
22,15,14,12,0,27,1,0,2011,1.461538
12,13,12,12,1,31,1,0,2011,10.80769
14,13,12,12,1,31,0,0,2011,11.46154
14.55,15,14,14,1,28,0,0,2011,4
32,14,14,15,1,28,0,1,2011,5.596154
33.22,19,16,16,1,29,1,0,2011,3.980769
5,13,13,14,0,28,1,0,2011,8.807693
11.23,16,14,14,1,31,1,0,2011,7.076923
40.38,19,16,18,1,30,0,0,2011,4.769231
13,18,16,16,0,27,0,0,2011,1.538462
11.54,17,18,18,0,29,0,0,2011,6.192307
26.5,17,16,16,1,31,0,0,2011,7.384615
45,16,17,18,1,29,0,0,2011,7.403846
8.5,12,13,12,1,28,1,0,2011,3.115385
21.15,12,12,7,1,31,0,1,2011,13.15385
20.93,20,20,16,1,31,0,0,2011,4.230769
24,13,12,12,1,28,0,1,2011,4.846154
17,17,14,12,1,27,1,0,2011,.8269231
9.37,20,16,19,0,27,0,0,2011,3
23,16,13,13,1,27,0,0,2011,3.096154
10,12,14,12,1,31,0,0,2011,11.44231
13.5,18,16,13,0,29,0,0,2011,7.769231
13.46,20,16,13,1,29,0,0,2011,0
31.54,18,12,16,1,29,0,0,2011,5.076923
40,17,12,16,0,27,0,0,2011,4.769231
37,12,12,12,1,31,0,0,2011,12.75
27,12,12,12,1,28,0,0,2011,8.346154
18,12,11,12,1,28,0,1,2011,8.173077
32.08,12,12,12,1,30,0,0,2011,8.769231
37,12,9,12,0,31,0,1,2011,12.75
19.23,16,9,12,0,29,0,1,2011,3.596154
13.46,17,15,17,1,28,0,0,2011,1.846154
27.18,17,12,12,0,28,0,0,2011,5.942307
14.25,16,13,19,1,27,0,0,2011,3.807692
40,14,9,10,1,31,0,0,2011,11.23077
26.92,16,16,12,0,31,0,0,2011,9.826923
25.58,16,16,12,0,27,0,0,2011,5.769231
28.85,16,15,15,0,28,0,0,2011,6.807693
17,17,13,17,0,31,0,1,2011,5.961538
8,12,13,14,1,29,1,0,2011,10.84615
7.5,11,13,14,0,27,1,0,2011,9.115385
12.95,9,11,12,1,28,0,0,2011,4.423077
8,14,13,12,0,31,0,0,2011,6.980769
14.86,15,12,12,1,27,0,0,2011,4.653846
9,14,12,12,1,27,1,0,2011,2.903846
14.5,14,10,6,1,27,0,1,2011,5.538462
14,12,12,14,0,28,0,1,2011,7.307693
30.95,16,16,14,1,30,0,0,2011,5.076923
10,10,12,11,1,29,1,0,2011,2.403846
12,12,12,11,0,28,1,0,2011,4.403846
34.88,17,15,15,1,29,0,1,2011,5
14.19,15,14,18,1,29,0,0,2011,5.365385
23.08,17,14,14,0,27,0,0,2011,5.769231
30,13,12,12,1,30,0,1,2011,10.05769
21.78,14,10,8,0,27,0,0,2011,2.557692
9.5,14,16,17,0,29,0,0,2011,7.192307
25,17,14,16,0,31,0,0,2011,7.192307
28.85,16,14,16,0,28,0,0,2011,3.230769
28.85,16,18,20,1,30,0,0,2011,7.807693
67,19,18,20,0,27,0,0,2011,1.730769
32.21,18,16,16,0,29,0,1,2011,5.384615
17.31,16,16,14,0,29,1,0,2011,7.846154
9.62,20,14,14,0,27,1,0,2011,0
20,16,19,13,0,27,0,0,2011,4
41.84,19,16,12,0,28,0,1,2011,3.807692
34,14,12,16,0,31,0,0,2011,11.28846
15,14,17,20,1,29,0,0,2011,2.692308
9,15,16,18,1,29,0,0,2011,6.807693
96.15,14,16,16,0,31,0,0,2011,10.13461
15,16,16,16,0,27,0,0,2011,5.711538
22.56,17,16,17,1,28,0,0,2011,5.230769
9.75,14,12,18,1,27,0,0,2011,4.75
43.27,16,13,16,0,27,0,0,2011,5.423077
70,14,17,14,1,31,0,0,2011,9.769231
19.78,19,17,14,1,27,0,0,2011,2.846154
18,18,16,18,1,28,0,0,2011,3.269231
18.27,16,18,16,0,28,0,0,2011,4.923077
25.25,16,12,14,1,31,0,0,2011,9.807693
32.5,16,12,14,1,30,0,0,2011,7.75
25,16,16,18,1,31,0,0,2011,7.788462
48.56,16,16,18,0,29,0,0,2011,7.461538
35,16,16,19,1,29,0,0,2011,7.153846
12.4,16,13,14,0,27,0,1,2011,3.730769
20,10,12,18,0,31,0,0,2011,6.519231
50.48,13,12,18,1,28,0,1,2011,3.442308
11,13,13,16,0,28,0,0,2011,6.75
25.64,12,12,12,0,31,0,1,2011,13.03846
40,16,14,14,0,30,0,0,2011,5.25
26,14,13,12,1,31,0,0,2011,9.711538
24.42,14,16,7,0,29,0,0,2011,3.115385
14,17,12,17,1,30,0,0,2011,5.653846
25,12,12,17,1,28,0,0,2011,10.69231
26,13,16,12,1,29,0,0,2011,4.423077
62,16,14,12,1,30,0,0,2011,8.884615
13.5,18,18,15,0,30,0,0,2011,.75
18.31,16,16,16,1,30,0,0,2011,6.403846
16.11,15,9,8,1,29,1,0,2011,3.480769
13,16,11,11,1,29,1,0,2011,4.75
10,17,12,12,0,30,1,0,2011,6.692307
13.29,8,10,8,1,28,0,1,2011,10.94231
19.23,14,12,12,1,30,1,0,2011,8.403846
15.8,13,9,16,0,27,1,0,2011,6.865385
7.15,12,13,11,1,30,1,0,2011,8.288462
15,8,6,3,1,27,0,1,2011,9.288462
23.08,17,12,13,0,30,1,0,2011,4.961538
23.39,20,16,12,0,28,1,0,2011,2
22,16,14,16,0,29,0,0,2011,6.480769
18.1,13,13,14,1,31,0,0,2011,10.38461
24,16,12,16,1,28,0,0,2011,4.153846
30.63,17,12,12,0,30,0,1,2011,7.230769
49.02,13,13,12,1,29,0,0,2011,7.5
22,17,14,15,1,29,1,0,2011,5.076923
8.5,7,9,9,0,29,1,0,2011,.9230769
15,12,14,14,0,28,0,0,2011,10.92308
30,17,13,12,0,27,0,0,2011,3.365385
32.31,16,12,12,1,30,0,0,2011,8.692307
27.78,19,17,13,0,28,0,0,2011,5.365385
11.54,15,17,13,1,27,0,0,2011,3.807692
15,18,12,12,0,31,0,0,2011,7.711538
14.83,18,12,12,0,28,0,1,2011,1.923077
20.09,17,12,13,0,27,0,0,2011,2
100,10,10,10,1,29,0,1,2011,7.25
36.54,18,12,12,1,31,1,0,2011,6
18.5,12,15,12,1,27,0,0,2011,8
25.15,16,16,18,1,27,0,0,2011,4.846154
55.94,17,18,20,1,27,0,0,2011,3.557692
31.63,14,13,12,0,29,0,0,2011,3.980769
18,9,13,12,0,28,0,0,2011,10.46154
27.13,16,13,12,0,27,0,0,2011,3.788461
10,13,16,14,1,27,0,0,2011,.9230769
15,17,14,12,0,27,0,0,2011,4
13.38,13,12,3,0,31,0,1,2011,8.807693
21,12,12,3,0,28,0,1,2011,7.730769
29.91,14,14,18,1,29,0,0,2011,5.519231
23.08,16,14,12,1,31,0,0,2011,8.596154
20.91,18,12,18,1,28,0,0,2011,4.673077
19.66,16,12,12,0,28,0,0,2011,5
85.47,13,14,12,1,31,0,0,2011,12.28846
15,12,14,12,0,28,0,0,2011,9.019231
29.07,20,12,18,1,27,0,0,2011,0
27.03,17,14,12,0,29,0,0,2011,4.596154
16.89,15,12,11,0,31,0,0,2011,9.846154
15.35,12,12,11,1,29,0,0,2011,9.576923
25,13,13,12,1,31,0,1,2011,6.403846
40.06,16,12,12,1,31,0,0,2011,8.596154
24.04,16,12,12,0,28,0,1,2011,7.403846
24.52,16,12,12,0,28,0,0,2011,7.403846
19.54,12,12,12,1,30,0,0,2011,11.38461
13,12,12,11,1,30,1,0,2011,9.211538
10,11,13,16,1,29,1,0,2011,7.519231
22.9,14,15,10,0,31,1,0,2011,4.769231
15.77,19,14,14,1,31,0,0,2011,6.692307
16,15,14,14,0,27,0,0,2011,5.673077
26.92,17,17,18,1,28,0,0,2011,5.384615
18.18,19,18,18,1,28,0,0,2011,2.615385
10,19,16,17,1,28,0,0,2011,1.269231
45.38,16,16,16,1,28,0,0,2011,6.538462
19.23,16,19,14,1,28,0,0,2011,5.769231
20.19,14,20,16,1,28,0,0,2011,6.846154
18.5,16,16,18,1,29,0,0,2011,4.538462
38.46,16,12,14,0,30,0,0,2011,7.980769
25,17,17,17,1,29,0,0,2011,4.076923
18.38,15,14,16,1,29,0,0,2011,3.384615
9.29,20,16,16,0,29,0,0,2011,1.557692
28,14,12,13,1,30,0,0,2011,7.769231
20.02,13,13,12,0,31,0,0,2011,12.75
6.99,19,14,16,1,30,0,0,2011,2.153846
18.8,17,13,16,1,30,0,0,2011,7.615385
13.74,20,12,13,1,29,0,0,2011,1.730769
32,20,12,13,1,29,0,0,2011,5.25
5.71,16,13,12,1,27,0,0,2011,4.538462
31.74,16,12,12,0,30,0,0,2011,8.307693
30.49,20,16,19,1,28,0,0,2011,2.807692
22.73,19,16,18,0,30,0,0,2011,5.365385
8.5,18,16,16,1,27,0,0,2011,2.576923
17.13,19,17,18,0,28,1,0,2011,3.480769
16,17,16,18,1,31,0,0,2011,7.519231
19.23,16,12,15,1,27,0,0,2011,1.673077
23.5,20,19,12,1,31,0,0,2011,5.019231
50,20,19,12,1,30,0,0,2011,3.826923
18.33,17,13,13,0,30,0,0,2011,6.865385
12,17,13,13,0,27,0,0,2011,3.576923
13.52,20,17,16,0,28,0,0,2011,6.653846
14.25,14,14,15,0,31,0,0,2011,10.96154
17.67,16,16,12,0,29,0,0,2011,8.75
16.67,12,12,2,0,31,0,0,2011,13.57692
19.72,15,10,12,1,27,0,0,2011,2.769231
11.87,12,12,11,0,27,0,0,2011,8.730769
13.08,16,14,18,0,29,0,0,2011,7.461538
8.5,14,14,13,1,27,0,1,2011,11.15385
19.44,19,16,20,0,29,1,0,2011,2.884615
16.24,9,12,9,1,28,0,0,2011,12.63461
12.82,17,12,16,1,31,0,0,2011,8.653846
30.77,16,16,18,1,31,0,0,2011,7.961538
28.46,16,16,18,1,27,0,0,2011,5.673077
21.63,18,15,16,0,30,0,0,2011,6.5
19.5,18,18,19,1,28,0,0,2011,3.519231
26.44,20,12,12,1,31,0,0,2011,2.307692
14.4,12,16,16,0,28,0,0,2011,9.211538
20.75,14,16,18,1,28,0,0,2011,7.942307
10.47,9,10,5,0,28,0,1,2011,6.192307
15.38,16,12,16,1,30,0,1,2011,7.596154
23.08,17,12,16,1,29,0,0,2011,5.557693
14.53,14,20,18,0,31,0,0,2011,6.115385
21.22,15,12,10,1,31,0,0,2011,3.173077
22.6,16,14,12,1,27,0,0,2011,5.730769
13.5,12,12,9,0,29,0,1,2011,10.09615
23.08,18,12,16,1,28,0,0,2011,5
17,12,12,12,1,27,0,0,2011,9.365385
17.21,16,11,11,1,29,0,0,2011,6.615385
9.62,12,4,5,0,31,0,1,2011,10.01923
15,16,12,12,1,28,0,0,2011,4.307693
31.25,16,20,17,0,31,0,0,2011,9.846154
25,20,20,17,0,29,0,0,2011,4.5
7.25,16,12,12,0,29,0,0,2011,6.211538
18,11,12,12,1,28,0,0,2011,6.903846
20.16,18,18,20,1,28,0,0,2011,4.269231
18,16,16,12,0,29,1,0,2011,6.403846
14.53,12,14,16,0,30,0,0,2011,7.711538
22,14,18,18,0,27,0,0,2011,6.173077
20,12,13,12,1,29,0,0,2011,8.692307
37.25,19,20,18,0,29,0,0,2011,3.519231
20,11,14,12,1,28,0,0,2011,9.865385
31,17,10,20,0,30,0,0,2011,6.634615
31.25,16,6,12,1,31,0,0,2011,3.846154
10.24,17,6,12,0,30,0,0,2011,4.403846
20,13,6,12,1,28,0,0,2011,7.557693
17.63,16,14,16,0,30,0,0,2011,3.807692
34.07,18,16,16,1,27,0,0,2011,3.365385
11.1,13,14,16,1,28,0,0,2011,7.365385
39,12,17,16,1,31,0,0,2011,10.94231
25.05,17,17,19,0,30,0,0,2011,7.519231
29,20,16,18,0,30,0,0,2011,3.596154
17.71,16,16,10,1,31,0,0,2011,3.211539
28.72,16,16,20,1,28,0,0,2011,6.230769
39.74,16,16,16,1,27,0,0,2011,5.576923
16.08,16,16,16,0,27,0,0,2011,4.5
11.25,16,14,18,1,31,0,0,2011,7.384615
32.5,14,12,12,1,30,1,0,2011,7.480769
7.25,12,15,14,0,29,1,0,2011,7.596154
45.67,16,18,16,1,28,1,0,2011,4.75
18.41,12,12,14,0,28,1,0,2011,7.75
15.35,12,12,12,1,28,1,0,2011,7.307693
18,16,13,13,1,31,0,0,2011,8.153846
24.8,14,13,13,1,28,0,0,2011,6.153846
36.54,16,16,20,0,30,0,0,2011,8.25
9.5,12,16,16,0,29,0,0,2011,8.442307
41.59,17,12,13,1,29,0,0,2011,6.211538
19,17,16,16,1,28,0,0,2011,5.730769
16,16,17,17,0,31,0,0,2011,6.384615
42.68,17,16,20,0,29,0,0,2011,6.230769
27.6,19,16,16,0,31,0,0,2011,6.769231
28.75,18,13,12,0,29,1,0,2011,3.442308
11.25,16,15,12,1,31,0,0,2011,5.576923
16.5,9,12,14,1,31,0,0,2011,10.17308
16,15,14,17,0,28,0,1,2011,3.769231
25,16,17,18,1,31,0,0,2011,8.461538
24.04,17,17,18,0,28,0,0,2011,5.557693
8,12,12,6,0,31,0,0,2011,7.75
9,19,14,14,0,28,0,1,2011,1.442308
19.83,18,12,16,0,29,0,0,2011,5.192307
9,16,12,16,0,27,0,0,2011,5.096154
11,14,12,12,1,29,0,0,2011,5.115385
10,15,12,12,0,28,0,0,2011,5.346154
60,20,14,9,1,27,0,1,2011,.4230769
33.76,19,14,12,0,31,0,0,2011,3
8.5,20,16,19,1,28,1,0,2011,.7115384
6.74,16,16,19,0,27,1,0,2011,1.711538
12.5,12,12,11,1,29,0,0,2011,9.519231
17,12,11,9,1,27,0,1,2011,6.173077
21.63,18,14,12,0,27,1,0,2011,3.192308
15,12,6,6,1,30,0,1,2011,9.75
13.5,14,6,6,0,29,0,1,2011,8.846154
17,16,13,16,1,29,0,0,2011,5.653846
13.16,13,12,16,1,30,0,0,2011,10.80769
16.67,16,13,15,0,28,0,0,2011,5.634615
16.5,14,12,16,0,30,0,0,2011,6.326923
13,12,13,12,1,30,0,0,2011,11.30769
8.5,9,12,12,1,31,1,0,2011,4.519231
9.29,12,12,16,0,31,0,0,2011,8.019231
15,15,15,16,1,28,0,1,2011,4.730769
14.5,13,12,8,0,29,0,0,2011,10.21154
7.25,12,12,8,0,27,0,0,2011,8.980769
34.62,18,16,16,0,30,0,0,2011,5.884615
17.5,14,16,14,0,29,0,0,2011,9.5
41.96,16,15,18,0,27,0,0,2011,4.634615
16.03,16,12,12,0,30,0,0,2011,6.211538
9,16,13,14,1,27,0,0,2011,4.442307
17.88,17,14,12,0,31,0,0,2011,8.5
5,16,14,12,0,27,0,0,2011,4.153846
42.86,20,12,12,0,27,0,0,2011,3.365385
28.85,16,18,20,0,28,0,0,2011,6.134615
14.5,14,14,12,1,29,0,0,2011,9.365385
11.3,20,13,7,0,29,0,0,2011,2.25
23.16,18,12,14,1,30,0,0,2011,5.346154
19,12,12,14,1,29,0,1,2011,9.711538
9.5,9,10,10,1,30,0,0,2011,9.346154
19.23,16,14,16,0,30,0,0,2011,6.807693
17.5,17,14,18,0,29,0,0,2011,5.057693
25,16,14,18,0,28,0,0,2011,5.230769
11,14,16,12,0,29,0,0,2011,7.519231
60.9,13,18,16,1,31,0,0,2011,10.63461
25.64,16,17,16,0,29,0,0,2011,6.942307
21.05,16,14,12,1,27,0,0,2011,3.865385
19.55,16,12,12,1,29,0,0,2011,6.980769
25,13,12,12,1,27,0,0,2011,6.884615
21.25,16,12,12,1,29,0,0,2011,5.75
5.88,12,12,12,1,31,0,0,2011,6.230769
12,8,12,12,1,28,0,0,2011,9.115385
27.13,12,14,12,1,31,0,0,2011,13.01923
31.95,12,12,13,1,28,0,0,2011,9.692307
28.5,14,12,12,1,29,0,0,2011,8.846154
38.46,17,16,19,0,28,0,0,2011,5.557693
13.33,14,18,18,1,31,0,0,2011,4.961538
32.52,18,16,14,1,31,0,0,2011,7.788462
31.49,18,16,16,1,28,0,0,2011,3.615385
8.25,10,9,16,1,29,0,0,2011,8.269231
12.35,13,12,12,1,31,1,0,2011,10.30769
11.45,13,13,14,1,30,0,1,2011,8.961538
13.46,16,14,16,0,29,0,0,2011,7.442307
14.62,16,14,16,0,27,0,0,2011,1.75
22.5,15,16,12,0,31,0,0,2011,5.692307
15,14,13,12,1,28,0,0,2011,5
27.65,14,13,12,1,27,0,0,2011,7.903846
13,18,12,14,0,30,0,0,2011,4.865385
25,19,12,17,0,28,0,0,2011,3.326923
10,16,12,14,0,31,1,0,2011,11.44231
7,12,12,12,1,31,1,0,2011,6.730769
9.5,10,12,12,1,29,1,0,2011,3.692308
15,15,17,14,0,28,1,0,2011,5.826923
18.23,16,14,14,1,28,0,0,2011,4.826923
15.06,16,12,16,1,28,0,0,2011,3
12.6,16,12,12,0,28,0,0,2011,2.384615
21,14,13,13,1,30,0,0,2011,7.769231
31.25,18,16,16,1,30,0,0,2011,1.903846
40.38,17,16,16,1,28,0,0,2011,6.538462
9.5,18,16,16,1,27,0,0,2011,2.730769
62.5,14,12,12,1,30,0,0,2011,10.53846
19.8,16,14,16,1,31,0,0,2011,7.807693
13.5,12,14,16,1,31,0,1,2011,9.346154
15.09,18,16,16,1,28,0,0,2011,3
15.5,16,16,19,1,30,0,0,2011,8.403846
7.25,11,12,16,1,27,0,0,2011,4.942307
14.96,16,16,18,0,29,0,0,2011,6.653846
11.54,16,12,12,1,27,0,0,2011,4.615385
20.4,18,16,16,1,30,0,0,2011,5.711538
41.2,14,12,16,1,29,0,0,2011,10.75
22,17,20,20,0,28,0,0,2011,6.269231
20,18,12,20,1,31,0,0,2011,7.461538
18,16,14,12,1,28,0,0,2011,5.769231
50,15,9,10,0,28,0,0,2011,5.788462
11.5,13,13,12,1,28,0,0,2011,5.961538
21.25,15,18,18,0,31,1,0,2011,6.596154
45.67,17,18,18,0,29,1,0,2011,5.769231
15.38,16,18,18,0,27,1,0,2011,5.673077
16.97,15,12,16,1,31,1,0,2011,9.153846
15.62,12,12,16,1,29,1,0,2011,4.384615
26.92,18,20,16,1,30,1,0,2011,4.634615
32.5,18,16,16,0,30,0,0,2011,5.980769
34.34,17,16,16,1,27,0,0,2011,4.730769
86.54,18,20,20,0,30,0,0,2011,5.480769
15.5,16,12,14,0,31,0,0,2011,8.596154
22.44,16,12,14,1,30,0,0,2011,8.692307
34,18,18,16,0,27,0,0,2011,.9423077
22.44,17,18,17,0,30,0,0,2011,8.75
11.84,12,11,12,0,30,0,0,2011,10.17308
13.75,11,13,11,1,30,0,1,2011,7.730769
26.5,18,11,12,0,29,0,0,2011,7.538462
20,15,16,16,0,30,0,0,2011,10.69231
24.04,19,12,12,0,29,0,0,2011,2.846154
10,16,13,17,0,27,0,0,2011,4.25
31.82,12,13,13,1,27,0,0,2011,9.076923
15.87,19,12,12,0,29,0,0,2011,4.75
30,12,13,17,1,28,0,0,2011,10.5
30.77,16,16,16,0,29,0,0,2011,7.076923
9.62,15,15,18,1,30,0,0,2011,8.788462
55,12,13,12,0,30,0,0,2011,10.48077
14.5,17,13,12,0,27,0,0,2011,2.365385
9,14,14,12,1,31,0,1,2011,4.807693
12,13,12,12,0,28,0,0,2011,6.942307
19.38,14,16,16,0,29,0,0,2011,7.5
27.26,18,14,16,1,29,0,0,2011,4.173077
13,14,16,12,1,27,0,0,2011,7.423077
12,12,12,8,1,28,0,1,2011,9.307693
24.81,16,16,16,0,30,0,0,2011,7.423077
30,20,14,12,1,30,0,0,2011,1.269231
19.82,11,10,14,0,30,0,0,2011,12.86539
20.51,17,13,10,1,31,0,1,2011,3.903846
11,12,9,8,0,29,0,1,2011,9.288462
7.2,13,17,20,1,27,0,0,2011,4.365385
28.75,13,12,12,1,27,0,0,2011,8.326923
